#SEED: 0.014341383939608932
SAT0,-30.488251083888265,117.26624425196621,392.25519554084855
SAT1,-23.662029460881612,-125.19814044821482,539.8223538333464
SAT2,78.74145651535281,5.14426879764531,308.6801303085183
SAT3,-62.827548599057245,-11.599828768052248,405.47451812867564
SAT4,52.9002767849166,-116.38084195414915,369.38746485420904
SAT5,20.327620307209585,-114.59911340046477,569.3051805850055
SAT6,56.10714403061775,147.1419030539558,463.8691401418804
SAT7,50.009434493761944,127.95457763226568,630.8529737528504
SAT8,78.15476761025263,31.09054962234552,608.0563691496586
SAT9,19.09023259074803,57.05860200343932,308.39030374105766
SAT10,54.85020642767992,-26.776133401270215,332.1739816397828
SAT11,89.43098434401571,-106.6036752937215,673.2378629643865
SAT12,-17.246966527673592,-162.84574965170663,580.9667846383277
SAT13,-7.081263522894048,-81.89326271053815,404.4840968907637
SAT14,44.545837379327565,103.29614228811482,620.0048230620226
SAT15,-65.40517243900757,-138.17606408705504,363.16685150361417
SAT16,-13.078328546673504,-28.226621965917758,523.9183527932782
SAT17,-2.4315030254086167,-53.75046519222214,549.1690962242352
SAT18,38.543936108724324,151.92023848500662,484.8370929674071
SAT19,-12.052979352326844,67.54524846700352,644.2046217802206
ROUTE,-27.973450424518177,-146.83636618803953,45.37124028038593,151.2032266057716
